31.47742,10.23345,0.001338137
31.47206,9.928169,-0.00381136
31.46661,9.638543,0.00719804
31.45333,8.889556,-0.0003513758
31.42836,7.531856,-0.001720633
31.35167,3.255142,0.00043808
31.49814,10.21162,0.00656299
31.49727,9.837854,-0.004623156
31.49759,9.487563,0.005120688
31.49608,8.613023,-0.002384174
31.4942,7.656716,-0.000677951
31.4892,3.697599,3.702734E-05
31.52238,10.18283,0.0008755652
31.52771,9.870953,-0.002745959
31.53453,9.471286,0.001368387
31.54795,8.685002,-0.001298597
31.57542,7.074,-9.284254E-05
31.67868,1.015046,0.0009595698
31.53821,10.22544,-0.002978706
31.54402,9.98649,0.0009519942
31.55329,9.612186,0.004529197
31.70967,10.17494,-0.001802129
31.75819,10.29065,0.007196624
31.57376,8.832829,-0.0009866123
31.64454,7.364498,0.001242526
31.63595,10.21126,0.00229664
31.75364,9.895765,-0.0008696596
31.8116,2.538784,-0.0002512573
31.8309,9.947915,-0.004410961
31.81824,9.478684,0.002439721
31.66598,9.922472,0.001068815
31.90508,9.594139,0.0001540023
31.95052,8.636553,-0.003187151
31.71576,9.444006,-0.003562153
31.58925,10.22099,-0.0026797
32.04684,8.923759,0.0003698705
32.17902,7.21385,-0.001477919
31.78479,8.779207,0.003909791
31.6043,10.00047,0.002633385
32.45338,6.999058,-0.000531744
33.25835,0.1168643,-0.0007726275
31.63375,9.570375,-0.002529965
31.96435,6.914562,-0.001601456
31.9378,10.26353,0.001669041
31.84734,10.23116,0.007322567
31.68183,8.867456,-0.006496177
32.64238,0.157235,0.0004293068
31.99356,10.29073,0.001450859
31.78401,10.26938,0.001864343
31.72033,10.22483,-0.003136953
32.04018,9.971397,-0.002718783
31.90549,9.99526,0.003307511
31.80274,7.122874,0.002141678
31.8461,9.998842,-1.279159E-05
31.76598,9.953813,-0.003348899
32.10962,10.00408,-0.002406438
32.15599,9.639277,0.004676219
32.24743,0.6584516,-0.001035366
32.02114,9.562107,-0.0004667984
31.66039,10.20032,-0.003789782
32.26345,9.621758,0.001329352
31.9251,9.647742,0.003562403
31.82787,9.605071,0.0004054507
32.41482,8.898099,-0.001320042
32.55568,8.898912,-0.001054874
31.60877,10.23345,-0.001333782
31.69355,9.929958,-0.003098212
31.94437,8.920744,-0.001443271
32.08927,8.930417,-0.002142472
32.20195,8.884537,0.0006517944
32.88647,7.510983,-0.002980082
33.14739,7.482973,-0.001358905
31.62606,10.03288,0.00658109
31.73944,9.55598,0.001711531
32.20531,7.489727,0.0002936732
32.41817,7.413855,-0.001241446
32.55619,7.546948,3.541628E-05
34.53301,2.751673,0.000150697
33.50228,6.614696,0.09665862
31.84499,8.729232,2.407408E-05
31.66152,9.620989,0.002926951
33.01636,2.858733,-9.065111E-05
33.45958,2.779477,0.0005370562
33.49019,6.617978,0.2315471
33.78223,2.939387,-0.0001882153
31.97436,7.585443,-0.0006324879
31.72012,8.939497,0.000121265
33.50265,6.58413,0.372942
32.48716,3.349183,0.000236998
31.9568,10.25745,0.003522117
31.83776,7.346655,-0.0003301342
33.49415,6.622894,0.5240047
31.743,10.2153,0.0007366444
31.82228,10.21356,0.0008629733
31.87187,10.19632,-0.0004017797
33.50624,6.586806,0.6714081
32.22392,2.59756,-0.0002133911
32.07035,9.94648,-0.0008544053
31.67926,10.20625,0.004409153
31.80436,9.887419,-0.007556077
31.88857,9.946968,0.002355763
31.94695,9.932652,0.002887747
33.48524,6.618176,0.7974542
32.22171,9.531583,0.001856207
31.72214,9.897513,0.00119583
31.87861,9.498878,0.002163584
33.50972,6.554449,0.9517229
32.09943,9.397077,-0.006137697
31.99132,9.533731,0.003516649
32.53757,8.66641,-0.00456382
31.77994,9.46319,0.002163343
32.02552,8.711798,-0.002311499
33.52372,6.454883,1.101126
31.56539,10.14449,-0.002990884
32.29701,8.702379,0.002899362
32.1932,8.72219,-0.002081222
31.88762,10.2499,-0.003101438
33.4938,6.523118,1.234511
32.97455,7.465299,-0.0007224627
31.89193,8.651096,-0.0001056645
31.57828,9.895745,0.003322418
32.3917,6.865546,-0.001121227
32.60199,6.982911,0.001906387
32.59398,7.653549,0.001719353
31.9373,10.08639,0.01040316
32.03366,7.620747,-0.001054199
31.60296,9.408961,-0.0002447674
32.07249,9.645182,0.003438608
33.86459,3.162131,-0.001104929
34.84362,2.337675,0.0004869184
32.02665,10.2694,0.0002647908
32.58944,3.546412,0.0003055062
32.28674,8.945365,0.0007887922
31.64328,8.61097,0.0002164684
32.15378,9.966342,-0.0007560339
32.7694,7.35801,-0.00072981
31.73361,6.818667,0.000229977
32.34121,9.528773,-0.003051685
31.99378,10.2304,0.0002559099
34.49154,1.718448,-0.0002520834
33.50093,7.375794,0.4979075
32.62419,8.860556,0.003479782
33.49971,6.847856,2.878545
32.10757,9.93452,-0.001294383
33.48476,7.847663,1.385343
33.48917,7.394016,0.6191291
33.47123,6.876965,-0.0004995133
33.5089,6.817911,3.071499
31.93095,10.20088,-0.002145946
32.27267,9.509421,0.00162447
33.52187,7.771009,1.530225
33.51245,6.771095,0.1300447
33.49649,7.354662,4.069604
33.49523,7.325718,0.7574429
33.47939,8.21223,2.250308
33.51061,6.759432,3.29427
32.59966,8.660666,-0.002239041
32.0143,9.949234,0.002306333
33.49777,6.803055,0.2672465
33.49083,7.819299,1.63254
33.50378,7.324575,4.306268
33.52364,8.131825,2.435599
33.50895,6.791106,3.448087
33.50567,7.342587,0.8674535
32.16947,9.480939,-0.001166276
33.50815,6.769134,0.4028566
33.24672,7.034373,-0.0002687202
33.50304,7.79286,1.772676
33.50034,8.163523,2.552321
33.49672,7.322993,4.525231
33.51353,7.334408,1.007079
33.51608,6.787532,3.663898
32.41287,8.746373,0.001662906
33.47605,6.829685,0.5307589
33.50744,7.790094,1.911105
33.4934,7.337646,4.763991
33.49279,6.832682,3.829351
33.50024,8.156356,2.699688
32.94015,7.079507,-0.0005318456
33.5153,6.727739,0.674619
33.48766,7.382433,1.123139
33.50961,7.293509,5.065971
33.49417,7.80584,2.032747
32.23087,10.29442,-0.003097089
33.50196,6.792635,4.063063
33.50783,8.136035,2.862826
33.49929,6.761854,0.8108828
33.49973,7.296614,5.321228
33.51653,7.755372,2.191307
33.50449,7.335926,1.258815
32.40186,10.00987,-0.003827955
33.48953,6.775661,0.945833
33.51167,7.252778,5.65124
33.50357,6.778206,4.291706
33.49613,8.147755,3.006145
33.49277,7.354346,1.383121
32.64343,9.607629,0.000646069
33.49006,7.795407,2.305247
33.4952,8.473467,3.275575
33.49877,6.738266,1.06412
33.48305,7.293535,5.88962
33.50954,7.307974,1.525305
33.50682,8.121603,3.1876
33.50683,6.75102,4.536323
33.13908,8.782922,-0.001338041
33.5006,7.766386,2.461469
33.50153,8.452617,3.46119
33.51689,6.685189,1.216682
32.16414,10.26335,-0.002680128
33.48368,7.35559,1.642797
33.49696,8.12968,3.345935
33.48852,6.782366,4.743429
33.46741,8.233424,0.05958224
33.48954,8.463875,3.627329
33.49094,6.740976,1.344242
32.29987,10.00778,0.0007337772
33.50172,7.306307,1.792663
33.4749,7.804833,2.580232
33.50095,8.114079,3.533735
33.50227,6.728839,5.037353
33.5097,8.420795,3.858682
33.51348,6.67677,1.505777
33.4968,8.17942,0.1602525
32.54792,9.541335,-0.002534126
33.49674,6.728315,5.299845
33.51045,8.411443,4.069434
33.52143,7.707684,2.792783
33.51247,8.085213,3.744628
33.50007,6.702823,1.642799
33.51062,7.28084,1.941877
32.95983,8.766306,-0.000770097
33.51625,8.141897,0.2638003
33.49763,6.678256,5.569236
33.48729,8.433496,4.243917
33.51479,6.656661,1.807259
33.5177,8.06653,3.956136
33.48289,7.769773,2.902393
33.48993,7.304198,2.04621
33.48484,7.777839,0.01866503
33.47325,8.208489,0.364454
33.50023,8.404121,4.505797
33.49272,6.703906,1.940205
33.4873,8.108061,4.109891
33.50183,6.6485,5.894053
33.50013,7.273926,2.202358
33.4954,7.722973,3.05974
33.5094,8.143157,0.4718017
33.49621,8.395012,4.74837
33.51979,6.627145,2.12447
33.52519,7.695882,0.1279164
33.49104,7.284171,2.343166
33.49665,8.046049,4.329675
33.49367,8.164483,0.5737813
33.48126,6.678191,6.158566
32.35156,10.3398,-0.001318914
33.51105,6.628601,2.298424
33.50595,7.243354,2.514483
33.50798,7.687558,3.253145
33.49081,8.041333,4.553906
33.49772,7.74125,0.2405239
33.50893,8.134059,0.6822885
32.51861,10.10942,0.004847319
33.50451,6.607687,2.48737
33.48207,7.284554,2.644993
33.5035,6.601415,6.583455
33.49447,7.701411,3.414218
33.49165,8.023902,4.81299
33.5023,7.726398,0.3528662
33.49588,8.151098,0.7850033
32.87541,9.62003,-0.0007207062
33.50742,6.617515,2.627143
33.51436,7.206059,2.850541
33.50528,7.668591,3.622518
33.49652,7.731073,0.4648757
33.50883,7.976635,5.125245
33.4679,8.804724,0.0005224097
33.49674,6.632529,2.791228
33.47868,8.169117,0.8601635
32.05161,10.33113,0.003802853
33.49916,7.22841,3.000585
33.50819,7.702801,0.5802101
33.48359,7.697502,3.783337
32.24383,10.36665,0.0005941717
33.47339,8.79189,0.06886546
33.50447,6.603345,2.976537
32.18552,10.04418,-0.0007767928
33.5323,8.07104,0.9884622
33.50845,7.198172,3.190521
33.51582,7.622514,4.052761
33.4867,8.767571,0.1574526
33.48953,6.628127,3.142732
33.49005,7.730905,0.6903734
32.3548,9.683205,0.002362231
33.51252,8.096717,1.091631
32.41133,10.10894,-0.0001963643
33.49976,7.639767,4.24273
33.51941,8.718511,0.2460524
33.50131,6.588223,3.348067
33.50117,7.222412,3.387357
32.69893,8.946105,-0.002386389
33.50127,8.108109,1.198578
32.65743,9.728851,0.002706658
